timestamp,regime,inflation_score,growth_score,risk_score,ten_year_yield,three_month_yield,yield_curve,vix,sp500
2026-03-08T11:23:57.953690+00:00,NEUTRAL / MIXED,2,2,1,4.132999897003174,3.569999933242798,0.562999963760376,29.489999771118164,6740.02001953125
2026-03-08T11:24:13.782511+00:00,NEUTRAL / MIXED,2,2,1,4.132999897003174,3.569999933242798,0.562999963760376,29.489999771118164,6740.02001953125
